snapped_at,price,market_cap,total_volume
2016-04-18 00:00:00 UTC,0.07193970166343247,291812.5497936815,2256.319228033903
2016-04-19 00:00:00 UTC,0.08786183248629664,452295.924623027,3300.953274612549
2016-04-20 00:00:00 UTC,0.10415468805472144,656957.769374538,3378.871034770105
2016-04-21 00:00:00 UTC,0.08344191459918154,618195.9978020281,5073.046968891426
2016-04-22 00:00:00 UTC,0.08018386146582254,684640.1997375478,4236.818182001377
2016-04-23 00:00:00 UTC,0.07650364376810205,739405.3412789569,3778.3909689750703
2016-04-24 00:00:00 UTC,0.07476646817515484,798579.8970147066,1758.0035917109985
2016-04-25 00:00:00 UTC,0.053842993618615685,622234.3045429187,1574.3731044287317
2016-04-26 00:00:00 UTC,0.061604526968441056,717904.549595191,1877.0670365105536
2016-04-27 00:00:00 UTC,0.054780536795974645,721633.2392631412,1774.901766122358
2016-04-28 00:00:00 UTC,0.06360008275307105,893237.6675934413,484.1233792858099
2016-04-29 00:00:00 UTC,0.05695103583938201,849394.4714796649,2118.814254864559
2016-04-30 00:00:00 UTC,0.04597374856317959,725752.1610558059,318.35803269303165
2016-05-01 00:00:00 UTC,0.05076819738115207,845784.966516948,444.9731718454819
2016-05-02 00:00:00 UTC,0.042383354918967456,743204.3807620492,1365.1071449085712
2016-05-03 00:00:00 UTC,0.04755587674912625,875548.787116046,2058.883766203391
2016-05-04 00:00:00 UTC,0.04460272866422773,860215.3392225957,546.2499166679462
2016-05-05 00:00:00 UTC,0.04240453806567053,854931.8444899175,404.14178112990794
2016-05-06 00:00:00 UTC,0.03988905700707849,849318.2006852853,1163.6522976619544
2016-05-07 00:00:00 UTC,0.034671715310883235,768580.7418310137,456.98807231209076
2016-05-08 00:00:00 UTC,0.03140158621936267,723197.685599516,298.1858036585571
2016-05-09 00:00:00 UTC,0.025739178103732822,615312.2978190626,292.44384070558624
2016-05-10 00:00:00 UTC,0.02648751610776698,656717.7008675984,337.37647697495623
2016-05-11 00:00:00 UTC,0.02485708504059529,638362.0094821893,98.81882632109362
2016-05-12 00:00:00 UTC,0.026330844335763885,699290.8775510102,247.806152388423
2016-05-13 00:00:00 UTC,0.030342709168166292,831895.7407424981,1402.4857709260493
2016-05-14 00:00:00 UTC,0.036805595494637564,1041360.9564073028,242.79482080050533
2016-05-15 00:00:00 UTC,0.036264947085716176,1057824.9342747352,39.728235648367075
2016-05-16 00:00:00 UTC,0.030420047012959837,913762.5435832797,63.8816924042141
2016-05-17 00:00:00 UTC,0.027617265970289632,853759.6078602142,34.85851041501614
2016-05-18 00:00:00 UTC,0.025123921295277293,798697.4976316796,114.42117441421826
2016-05-19 00:00:00 UTC,0.02362509618821929,771763.1434392164,167.63298807158208
2016-05-20 00:00:00 UTC,0.030656002968314205,1028328.3357294581,278.0051387751352
2016-05-21 00:00:00 UTC,0.030072303655951985,1034756.0921594325,277.8681594710714
2016-05-22 00:00:00 UTC,0.02928186965761775,1033592.8992680742,527.7546362092196
2016-05-23 00:00:00 UTC,0.0334849848419374,1211192.753414383,211.1521500711992
2016-05-24 00:00:00 UTC,0.03871861865269353,1429267.6070416323,1067.101629676141
2016-05-25 00:00:00 UTC,0.045551008717304095,1727534.3043761116,377.68364259429467
2016-05-26 00:00:00 UTC,0.057722314000504,2239696.781665776,1459.3167419770816
2016-05-27 00:00:00 UTC,0.04150257545512853,1646744.9992691537,1240.904067600857
2016-05-28 00:00:00 UTC,0.040582044662809555,1643830.9106478423,292.8027161042463
2016-05-29 00:00:00 UTC,0.035994331234434636,1462819.6997801692,193.21186997031614
2016-05-30 00:00:00 UTC,0.03779765728123908,1598844.3047855683,178.44285099827349
2016-05-31 00:00:00 UTC,0.030724579251152694,1326509.7439967017,661.9538608641117
2016-06-01 00:00:00 UTC,0.02879492183867164,1268398.4541419456,165.05820047778505
2016-06-02 00:00:00 UTC,0.029728524210526693,1335936.258979259,100.37812228148299
2016-06-03 00:00:00 UTC,0.02624839868220812,1202516.0514400927,330.8039005338624
2016-06-04 00:00:00 UTC,0.03137913804114869,1464485.396402897,370.05935802487494
2016-06-05 00:00:00 UTC,0.026294454123355092,1250185.0720783095,361.65132346161954
2016-06-06 00:00:00 UTC,0.026039525157604188,1261088.2142919844,93.10005736087184
2016-06-07 00:00:00 UTC,0.023529315850349196,1160095.0357214208,174.23824185268916
2016-06-08 00:00:00 UTC,0.02546548237607073,1277518.9600608037,478.4729625922279
2016-06-09 00:00:00 UTC,0.027198250419998092,1388262.8893076938,490.08719399657065
2016-06-10 00:00:00 UTC,0.02648250267778072,1374620.6458698944,442.9262067320485
2016-06-11 00:00:00 UTC,0.027159876443312227,1433267.96292578,168.09552585337772
2016-06-12 00:00:00 UTC,0.02411061984137036,1293785.9871482668,322.8015005802954
2016-06-13 00:00:00 UTC,0.022088437328363204,1204874.1155094774,253.5656354033647
2016-06-14 00:00:00 UTC,0.020464333973020207,1134227.5247210558,50.160749923133366
2016-06-15 00:00:00 UTC,0.02111533078265898,1188554.3086725487,87.04044280973925
2016-06-16 00:00:00 UTC,0.019462839115029298,1112605.0703425102,162.98548336130276
2016-06-17 00:00:00 UTC,0.020193928011993722,1172095.9696721397,652.066395675133
2016-06-18 00:00:00 UTC,0.027035326318711528,1592564.8307443392,67.59252490889006
2016-06-19 00:00:00 UTC,0.027268823538208527,1630224.8939317833,282.8549608677687
2016-06-20 00:00:00 UTC,0.02546242257184729,1544197.3894071851,280.9821592261364
2016-06-21 00:00:00 UTC,0.015364883791373692,945474.1292323944,87.62916351032564
